datetime,duration,magnitude,ons type,V max,B max,ons_label,t_izmiran
2024-03-23 02:00:00,11,0.39,,359.0,10.1,,2024-03-23 02:00:00
2024-03-23 14:00:00,23,0.66,,538.0,16.3,,2024-03-23 14:00:00
2024-03-24 14:07:00,21,11.3,SI,852.0,30.8,weak-impulse,2024-03-24 14:07:00
2024-03-25 11:00:00,24,0.79,,789.0,7.3,,2024-03-25 11:00:00
2024-03-26 11:00:00,18,0.48,,645.0,4.1,,2024-03-26 11:00:00
2024-03-27 08:00:00,29,0.63,,518.0,4.4,,2024-03-27 08:00:00
2024-03-28 19:00:00,18,0.29,,417.0,3.8,,2024-03-28 19:00:00
2024-03-29 13:00:00,21,0.27,,367.0,4.2,,2024-03-29 13:00:00
2024-03-30 10:00:00,32,0.5,,548.0,13.0,,2024-03-30 10:00:00
2024-03-31 19:00:00,57,0.37,,558.0,9.2,,2024-03-31 19:00:00
2024-04-03 04:00:00,23,0.23,,447.0,5.7,,2024-04-03 04:00:00
2024-04-04 04:00:00,37,0.52,,490.0,10.5,,2024-04-04 04:00:00
2024-04-05 18:00:00,54,0.42,,448.0,7.7,,2024-04-05 18:00:00
2024-04-08 02:00:00,26,0.48,,396.0,6.5,,2024-04-08 02:00:00
2024-04-09 04:00:00,100,0.52,,446.0,8.4,,2024-04-09 04:00:00
2024-04-13 17:00:00,14,1.15,,351.0,5.5,,2024-04-13 17:00:00
2024-04-14 07:00:00,27,0.34,,371.0,5.1,,2024-04-14 07:00:00
2024-04-15 18:23:00,12,1.45,SI,369.0,9.6,weak-impulse,2024-04-15 18:23:00
2024-04-16 06:00:00,23,0.83,,391.0,12.5,,2024-04-16 06:00:00
2024-04-17 08:00:00,16,0.49,,366.0,9.1,,2024-04-17 08:00:00
2024-04-18 00:00:00,14,0.17,,423.0,8.9,,2024-04-18 00:00:00
2024-04-18 20:00:00,9,0.13,,359.0,6.9,,2024-04-18 20:00:00
2024-04-19 05:58:00,45,1.38,SSC,491.0,16.6,ICME-shock,2024-04-19 05:58:00
2024-04-21 02:00:00,49,0.87,,467.0,7.3,,2024-04-21 02:00:00
2024-04-23 03:00:00,24,0.26,,401.0,6.2,,2024-04-23 03:00:00
2024-04-24 05:00:00,27,0.49,,383.0,5.2,,2024-04-24 05:00:00
2024-04-25 15:00:00,12,0.34,,314.0,6.2,,2024-04-25 15:00:00
2024-04-26 03:00:00,25,1.01,,347.0,13.5,,2024-04-26 03:00:00
2024-04-27 05:00:00,37,0.53,,456.0,14.6,,2024-04-27 05:00:00
2024-04-28 18:00:00,40,0.34,,488.0,6.7,,2024-04-28 18:00:00
2024-04-30 12:22:00,39,0.98,,414.0,13.3,,2024-04-30 12:22:00
2024-05-02 08:00:00,55,1.27,,443.0,20.9,,2024-05-02 08:00:00
2024-05-04 15:00:00,19,0.36,,364.0,5.9,,2024-05-04 15:00:00
2024-05-05 11:00:00,24,0.61,,472.0,16.0,,2024-05-05 11:00:00
2024-05-06 11:00:00,51,0.49,,538.0,12.7,,2024-05-06 11:00:00
2024-05-09 18:00:00,21,0.71,,446.0,6.6,,2024-05-09 18:00:00
2024-05-10 17:05:00,24,15.2,SSC,809.0,68.9,ICME-shock,2024-05-10 17:05:00
2024-05-11 17:49:00,25,1.11,SI,1006.0,14.2,weak-impulse,2024-05-11 17:49:00
2024-05-12 19:00:00,52,2.35,,872.0,9.7,,2024-05-12 19:00:00
2024-05-14 23:00:00,17,0.59,,531.0,4.1,,2024-05-14 23:00:00
2024-05-15 20:00:00,9,0.63,,447.0,6.6,,2024-05-15 20:00:00
2024-05-16 06:00:00,31,1.73,,491.0,14.0,,2024-05-16 06:00:00
2024-05-17 13:00:00,42,1.16,,472.0,14.9,,2024-05-17 13:00:00
2024-05-19 10:00:00,21,0.59,,408.0,9.5,,2024-05-19 10:00:00
2024-05-20 09:00:00,52,0.87,,418.0,7.5,,2024-05-20 09:00:00
2024-05-22 14:00:00,26,0.73,,388.0,8.3,,2024-05-22 14:00:00
2024-05-23 23:00:00,23,0.5,,395.0,9.7,,2024-05-23 23:00:00
2024-05-24 23:00:00,25,0.28,,402.0,9.3,,2024-05-24 23:00:00
2024-05-26 05:00:00,21,0.4,,430.0,8.2,,2024-05-26 05:00:00
2024-05-27 02:00:00,27,0.73,,405.0,7.4,,2024-05-27 02:00:00
2024-05-28 06:00:00,24,0.88,,357.0,6.9,,2024-05-28 06:00:00
2024-05-29 07:00:00,41,0.66,,361.0,10.7,,2024-05-29 07:00:00
2024-05-31 00:00:00,45,1.04,,370.0,8.8,,2024-05-31 00:00:00
2024-06-02 11:00:00,32,0.38,,334.0,6.4,,2024-06-02 11:00:00
2024-06-03 21:00:00,30,0.91,,436.0,16.4,,2024-06-03 21:00:00
2024-06-05 04:00:00,28,1.29,,473.0,6.9,,2024-06-05 04:00:00
2024-06-06 08:00:00,25,0.41,,391.0,7.1,,2024-06-06 08:00:00
2024-06-07 13:00:00,44,0.71,,523.0,12.5,,2024-06-07 13:00:00
2024-06-10 17:18:00,40,0.83,SSC,426.0,13.5,ICME-shock,2024-06-10 17:18:00
2024-06-13 19:00:00,25,0.56,,345.0,5.9,,2024-06-13 19:00:00
2024-06-15 11:53:00,28,2.84,SSC,455.0,14.2,ICME-shock,2024-06-15 11:53:00
2024-06-16 15:00:00,32,0.4,,506.0,10.0,,2024-06-16 15:00:00
2024-06-17 23:00:00,94,0.62,,595.0,10.8,,2024-06-17 23:00:00
2024-06-23 03:00:00,31,0.6,,357.0,10.9,,2024-06-23 03:00:00
2024-06-25 07:00:00,36,1.16,,365.0,11.5,,2024-06-25 07:00:00
2024-06-26 22:00:00,29,1.17,,351.0,12.9,,2024-06-26 22:00:00
2024-06-28 10:00:00,34,0.98,,488.0,23.4,,2024-06-28 10:00:00
2024-06-29 23:00:00,71,0.71,,520.0,9.1,,2024-06-29 23:00:00
2024-07-02 23:00:00,14,0.37,,382.0,5.0,,2024-07-02 23:00:00
2024-07-03 14:00:00,17,0.28,,387.0,6.6,,2024-07-03 14:00:00
2024-07-04 09:00:00,47,1.2,,366.0,11.4,,2024-07-04 09:00:00
2024-07-07 01:00:00,17,0.6,,365.0,7.2,,2024-07-07 01:00:00
2024-07-07 18:00:00,38,0.38,,425.0,10.4,,2024-07-07 18:00:00
2024-07-09 08:00:00,74,0.34,,404.0,5.9,,2024-07-09 08:00:00
2024-07-13 00:00:00,36,0.47,,330.0,6.7,,2024-07-13 00:00:00
2024-07-15 21:00:00,20,0.45,,377.0,17.1,,2024-07-15 21:00:00
2024-07-16 17:10:00,60,0.63,SI,396.0,9.0,weak-impulse,2024-07-16 17:10:00
2024-07-19 15:00:00,24,0.88,,372.0,10.5,,2024-07-19 15:00:00
2024-07-20 15:00:00,21,0.43,,344.0,6.0,,2024-07-20 15:00:00
2024-07-21 12:00:00,54,0.48,,342.0,9.0,,2024-07-21 12:00:00
2024-07-23 20:00:00,28,1.61,,352.0,17.5,,2024-07-23 20:00:00
2024-07-25 15:00:00,78,0.98,,570.0,18.4,,2024-07-25 15:00:00
2024-07-28 22:00:00,23,0.39,,396.0,7.0,,2024-07-28 22:00:00
2024-07-30 00:00:00,36,1.9,SSC,498.0,16.3,ICME-shock,2024-07-30 00:00:00
2024-07-31 14:33:00,27,3.14,SSC,484.0,13.6,ICME-shock,2024-07-31 14:33:00
2024-08-01 17:00:00,30,0.62,,448.0,11.7,,2024-08-01 17:00:00
2024-08-03 19:00:00,27,1.07,,398.0,17.6,,2024-08-03 19:00:00
2024-08-04 22:20:00,26,0.62,,538.0,20.7,,2024-08-04 22:20:00
2024-08-06 00:00:00,48,0.46,,442.0,5.9,,2024-08-06 00:00:00
2024-08-08 21:00:00,26,0.45,,402.0,7.1,,2024-08-08 21:00:00
2024-08-10 13:00:00,8,0.39,,430.0,10.1,,2024-08-10 13:00:00
2024-08-10 23:00:00,20,4.04,,482.0,20.5,,2024-08-10 23:00:00
2024-08-11 19:00:00,56,2.5,,523.0,22.9,,2024-08-11 19:00:00
2024-08-14 19:00:00,30,1.07,,391.0,8.9,,2024-08-14 19:00:00
2024-08-17 14:23:00,45,1.17,SSC,470.0,18.0,ICME-shock,2024-08-17 14:23:00
2024-08-22 09:00:00,38,1.84,,376.0,11.0,,2024-08-22 09:00:00
2024-08-24 01:00:00,73,0.86,,385.0,7.8,,2024-08-24 01:00:00
2024-08-27 08:41:00,63,2.22,SSC,337.0,18.0,ICME-shock,2024-08-27 08:41:00
2024-08-30 02:00:00,29,1.99,,379.0,20.2,,2024-08-30 02:00:00
2024-08-31 13:00:00,23,1.76,,405.0,12.8,,2024-08-31 13:00:00
2024-09-01 12:00:00,29,0.7,,415.0,7.2,,2024-09-01 12:00:00
2024-09-02 18:00:00,36,1.08,,469.0,11.8,,2024-09-02 18:00:00
2024-09-04 10:32:00,48,4.0,SSC,435.0,24.4,ICME-shock,2024-09-04 10:32:00
2024-09-06 10:00:00,21,1.03,,389.0,8.3,,2024-09-06 10:00:00
2024-09-07 08:00:00,33,0.74,,394.0,9.7,,2024-09-07 08:00:00
2024-09-08 17:00:00,21,1.2,,398.0,12.3,,2024-09-08 17:00:00
2024-09-09 14:00:00,42,0.42,,436.0,12.9,,2024-09-09 14:00:00
2024-09-11 15:23:00,11,0.41,SI,380.0,10.5,weak-impulse,2024-09-11 15:23:00
2024-09-12 03:00:00,39,3.1,,574.0,28.4,,2024-09-12 03:00:00
2024-09-13 19:00:00,18,0.51,,488.0,9.2,,2024-09-13 19:00:00
2024-09-14 14:00:00,38,0.5,,508.0,9.0,,2024-09-14 14:00:00
2024-09-16 05:00:00,16,0.65,,474.0,9.8,,2024-09-16 05:00:00
2024-09-16 23:29:00,23,4.25,SSC,557.0,18.2,ICME-shock,2024-09-16 23:29:00
2024-09-17 23:00:00,20,0.41,,506.0,8.2,,2024-09-17 23:00:00
2024-09-18 22:00:00,10,0.48,,456.0,8.1,,2024-09-18 22:00:00
2024-09-19 10:00:00,14,0.49,,463.0,8.9,,2024-09-19 10:00:00
2024-09-21 10:00:00,27,0.33,,423.0,6.9,,2024-09-21 10:00:00
2024-09-22 14:00:00,19,0.22,,413.0,8.7,,2024-09-22 14:00:00
2024-09-23 12:00:00,13,0.43,,441.0,12.2,,2024-09-23 12:00:00
2024-09-24 02:00:00,15,0.52,,479.0,7.7,,2024-09-24 02:00:00
2024-09-24 18:00:00,48,1.51,,543.0,11.3,,2024-09-24 18:00:00
2024-09-27 04:00:00,25,0.5,,361.0,6.4,,2024-09-27 04:00:00
2024-09-28 07:00:00,24,0.49,,332.0,8.6,,2024-09-28 07:00:00
2024-09-29 13:00:00,77,0.84,,484.0,13.3,,2024-09-29 13:00:00
2024-10-06 07:39:00,19,6.37,SSC,522.0,15.2,ICME-shock,2024-10-06 07:39:00
2024-10-07 02:00:00,20,0.66,,482.0,15.4,,2024-10-07 02:00:00
2024-10-07 23:00:00,19,0.73,,436.0,16.4,,2024-10-07 23:00:00
2024-10-08 18:00:00,34,0.6,,461.0,10.1,,2024-10-08 18:00:00
2024-10-10 15:14:00,31,13.3,SSC,753.0,43.7,ICME-shock,2024-10-10 15:14:00
2024-10-11 23:00:00,13,0.61,,689.0,11.1,,2024-10-11 23:00:00
2024-10-12 12:00:00,36,0.76,,629.0,5.2,,2024-10-12 12:00:00
2024-10-14 18:00:00,70,1.97,,455.0,10.0,,2024-10-14 18:00:00
2024-10-18 17:00:00,19,1.05,,425.0,11.7,,2024-10-18 17:00:00
2024-10-19 13:00:00,25,0.4,,471.0,6.9,,2024-10-19 13:00:00
2024-10-22 03:00:00,20,0.36,,326.0,7.8,,2024-10-22 03:00:00
2024-10-23 01:00:00,33,0.44,,427.0,11.5,,2024-10-23 01:00:00
2024-10-24 22:00:00,19,0.4,,329.0,5.7,,2024-10-24 22:00:00
2024-10-26 16:18:00,29,4.3,SSC,477.0,24.3,ICME-shock,2024-10-26 16:18:00
2024-10-28 04:47:00,39,5.49,SI,572.0,15.4,weak-impulse,2024-10-28 04:47:00
2024-10-29 22:00:00,43,2.51,,564.0,7.9,,2024-10-29 22:00:00
2024-10-31 18:00:00,29,0.65,,516.0,10.2,,2024-10-31 18:00:00
2024-11-02 00:00:00,42,0.9,,486.0,12.4,,2024-11-02 00:00:00
2024-11-03 18:00:00,11,0.29,,464.0,7.8,,2024-11-03 18:00:00
2024-11-04 05:00:00,30,0.77,,458.0,8.0,,2024-11-04 05:00:00
2024-11-05 12:00:00,30,0.4,,463.0,8.8,,2024-11-05 12:00:00
2024-11-07 15:14:00,19,1.04,SI,421.0,8.6,weak-impulse,2024-11-07 15:14:00
2024-11-08 10:00:00,11,0.86,,391.0,16.7,,2024-11-08 10:00:00
2024-11-08 22:00:00,12,0.57,,409.0,15.6,,2024-11-08 22:00:00
2024-11-09 10:00:00,25,0.5,,420.0,13.5,,2024-11-09 10:00:00
2024-11-10 12:00:00,64,0.87,,442.0,9.2,,2024-11-10 12:00:00
2024-11-13 11:00:00,11,0.37,,340.0,8.9,,2024-11-13 11:00:00
2024-11-14 04:00:00,18,0.38,,398.0,13.1,,2024-11-14 04:00:00
2024-11-14 23:00:00,49,0.44,,424.0,10.7,,2024-11-14 23:00:00
2024-11-17 15:00:00,43,0.69,,408.0,8.7,,2024-11-17 15:00:00
2024-11-19 11:00:00,27,0.45,,404.0,12.3,,2024-11-19 11:00:00
2024-11-20 22:00:00,67,1.73,,419.0,8.9,,2024-11-20 22:00:00
2024-11-23 18:00:00,65,1.11,,441.0,8.7,,2024-11-23 18:00:00
2024-11-28 02:00:00,25,1.36,,360.0,8.3,,2024-11-28 02:00:00
2024-11-29 03:00:00,36,3.47,,428.0,15.5,,2024-11-29 03:00:00
2024-11-30 15:00:00,35,0.63,,445.0,11.0,,2024-11-30 15:00:00
2024-12-02 03:00:00,37,0.66,,441.0,13.6,,2024-12-02 03:00:00
2024-12-03 16:00:00,83,1.44,,494.0,10.4,,2024-12-03 16:00:00
2024-12-07 22:00:00,21,0.41,,379.0,10.0,,2024-12-07 22:00:00
2024-12-08 20:00:00,46,0.65,,498.0,10.0,,2024-12-08 20:00:00
2024-12-10 19:00:00,54,0.41,,397.0,6.1,,2024-12-10 19:00:00
2024-12-14 04:00:00,28,0.39,,343.0,12.5,,2024-12-14 04:00:00
2024-12-15 09:00:00,30,1.17,,439.0,12.0,,2024-12-15 09:00:00
2024-12-17 05:14:00,24,2.69,SSC,692.0,29.1,ICME-shock,2024-12-17 05:14:00
2024-12-19 17:00:00,35,0.47,,523.0,9.1,,2024-12-19 17:00:00
2024-12-21 04:00:00,84,3.44,,654.0,9.4,,2024-12-21 04:00:00
2024-12-24 16:00:00,29,0.33,,533.0,5.7,,2024-12-24 16:00:00
2024-12-28 15:00:00,33,0.47,,401.0,9.1,,2024-12-28 15:00:00
2024-12-31 16:21:00,25,5.41,SSC,539.0,24.7,ICME-shock,2024-12-31 16:21:00
